country,code,region,incomegroup,co2pc1980,co2pc1981,co2pc1982,co2pc1983,co2pc1984,co2pc1985,co2pc1986,co2pc1987,co2pc1988,co2pc1989,co2pc1990,co2pc1991,co2pc1992,co2pc1993,co2pc1994,co2pc1995,co2pc1996,co2pc1997,co2pc1998,co2pc1999,co2pc2000,co2pc2001,co2pc2002,co2pc2003,co2pc2004,co2pc2005,co2pc2006,co2pc2007,co2pc2008,co2pc2009,co2pc2010,gdppc1980,gdppc1981,gdppc1982,gdppc1983,gdppc1984,gdppc1985,gdppc1986,gdppc1987,gdppc1988,gdppc1989,gdppc1990,gdppc1991,gdppc1992,gdppc1993,gdppc1994,gdppc1995,gdppc1996,gdppc1997,gdppc1998,gdppc1999,gdppc2000,gdppc2001,gdppc2002,gdppc2003,gdppc2004,gdppc2005,gdppc2006,gdppc2007,gdppc2008,gdppc2009,gdppc2010,logco2pc1980,logco2pc1981,logco2pc1982,logco2pc1983,logco2pc1984,logco2pc1985,logco2pc1986,logco2pc1987,logco2pc1988,logco2pc1989,logco2pc1990,logco2pc1991,logco2pc1992,logco2pc1993,logco2pc1994,logco2pc1995,logco2pc1996,logco2pc1997,logco2pc1998,logco2pc1999,logco2pc2000,logco2pc2001,logco2pc2002,logco2pc2003,logco2pc2004,logco2pc2005,logco2pc2006,logco2pc2007,logco2pc2008,logco2pc2009,logco2pc2010,loggdppc1980,loggdppc1981,loggdppc1982,loggdppc1983,loggdppc1984,loggdppc1985,loggdppc1986,loggdppc1987,loggdppc1988,loggdppc1989,loggdppc1990,loggdppc1991,loggdppc1992,loggdppc1993,loggdppc1994,loggdppc1995,loggdppc1996,loggdppc1997,loggdppc1998,loggdppc1999,loggdppc2000,loggdppc2001,loggdppc2002,loggdppc2003,loggdppc2004,loggdppc2005,loggdppc2006,loggdppc2007,loggdppc2008,loggdppc2009,loggdppc2010,co21980,co21981,co21982,co21983,co21984,co21985,co21986,co21987,co21988,co21989,co21990,co21991,co21992,co21993,co21994,co21995,co21996,co21997,co21998,co21999,co22000,co22001,co22002,co22003,co22004,co22005,co22006,co22007,co22008,co22009,co22010
Netherlands,NLD,europe,High income: OECD,12.5449,11.5782,9.38483,9.62318,10.0564,10.2093,9.95698,10.4036,9.95351,10.984,10.9342,10.8882,10.5597,10.8341,10.7787,10.741,11.5312,10.9794,10.7216,10.3103,10.3836,10.4245,10.6734,10.7881,10.8651,10.5533,10.2288,10.4852,10.5709,10.2629,10.9584,10699.5,11559,12062.8,12711.4,13519.5,14255.4,14915,15479.8,16393.2,17676.7,18965.8,19917.8,20563.9,21170.3,22126.5,23177.6,24293,25632.2,26762.3,28227.4,29791.8,30828.6,31126.6,31706.2,33110.4,35021,37263.3,39664.7,41008.7,39606.6,40490.3,2.529318,2.44912,2.239095,2.264175,2.308208,2.323295,2.298274,2.342152,2.297925,2.396442,2.391892,2.387683,2.357041,2.382695,2.377572,2.37407,2.445056,2.396021,2.372264,2.333144,2.340223,2.344162,2.367753,2.378446,2.385557,2.356436,2.325204,2.349968,2.358107,2.328538,2.394103,9.277947,9.355217,9.397879,9.450255,9.511891,9.564893,9.610124,9.647294,9.70462,9.780001,9.850395,9.899369,9.931291,9.960355,10.00453,10.05094,10.09794,10.1516,10.19475,10.24805,10.30199,10.3362,10.34582,10.36427,10.4076,10.4637,10.52576,10.58822,10.62154,10.58675,10.60882,177508,164956,134322,138257,145056,147949,145096,152569,146915,163101,163482,164084,160340,165657,165807,166045,179085,171396,168407,163027,165363,167274,172364,175041,176903,172228,167201,171766,173845,169650,182078
Argentina,ARG,latam,Upper middle income,3.86689,3.57412,3.56769,3.57439,3.56423,3.3156,3.38391,3.67761,3.83037,3.63971,3.45177,3.53804,3.62304,3.49241,3.58584,3.51813,3.66429,3.77347,3.81269,3.98439,3.8229,3.55835,3.27596,3.50607,4.07662,4.16458,4.4689,4.58709,4.79021,4.48832,4.47096,4936.03,4997.47,5055.14,5374.7,5581.67,5269.77,5687.09,5912.36,5927.2,5656.08,5667.68,6384.74,7105.87,7616.39,8155.48,8013.63,8530.86,9293.46,9665.35,9383.52,9432.55,9137.48,8174.81,8983.49,9938.22,11051.1,12217.1,13474.5,14502.3,14573.6,15921.6,1.352451,1.273719,1.271919,1.273794,1.270949,1.19864,1.219031,1.302263,1.342961,1.291904,1.238887,1.263572,1.287315,1.250593,1.276993,1.257928,1.298634,1.327994,1.338336,1.382384,1.34101,1.269297,1.18661,1.254495,1.405267,1.426615,1.497142,1.523245,1.566575,1.501479,1.497604,8.504316,8.516687,8.528161,8.589458,8.627243,8.569742,8.645954,8.6848,8.687307,8.640487,8.642535,8.761666,8.868676,8.938058,9.006445,8.988899,9.051446,9.137066,9.176303,9.14671,9.151921,9.12014,9.008813,9.103144,9.204144,9.310285,9.410594,9.508551,9.58206,9.586965,9.675434,108738,102042,103424,105214,106523,100597,104212,114942,121473,117091,112614,117021,121447,118609,123351,122547,129218,134678,137674,145488,141077,132632,123266,133127,156170,160952,174238,180416,190057,179639,180512
United Arab Emirates,ARE,mena,High income: nonOECD,36.3656,33.7933,31.9024,29.0794,36.3226,37.0587,33.1026,31.4847,30.0576,31.9187,28.79,29.8799,28.8809,31.106,32.7624,30.1074,16.6178,15.9625,29.597,27.0851,37.194,32.3791,26.2732,31.7108,30.9514,27.9951,25.4069,24.0463,23.3775,21.067,19.8538,35442.6,38435.9,35619.7,33922.3,33888.9,32361.9,25542.5,26480.2,22364.6,25877.4,33445.3,33769.2,34129.5,33724.4,34540.6,34760.1,36796.4,38469.8,35681.9,35085.5,40818,40215.3,39554,41398.2,44088.5,44477.2,41248.7,35214.8,28538,26954.3,27520,3.593622,3.520263,3.462682,3.370031,3.592441,3.612504,3.499613,3.449503,3.403114,3.463192,3.360028,3.397185,3.363181,3.437402,3.489283,3.40477,2.810474,2.770244,3.387675,3.298984,3.616148,3.477512,3.26855,3.456657,3.432419,3.332031,3.235021,3.179981,3.151774,3.04771,2.988395,10.47567,10.55675,10.48065,10.43183,10.43084,10.38474,10.1481,10.18415,10.01523,10.16113,10.41767,10.4273,10.43792,10.42598,10.44989,10.45623,10.51315,10.55763,10.4824,10.46554,10.61688,10.602,10.58542,10.63099,10.69396,10.70273,10.62737,10.46922,10.25899,10.2019,10.22267,36905,36857,36872,35343,46395,49926,47235,47693,48368,54488,52009,57011,58137,65980,73131,70641,41059,41646,81495,78375,112562,101415,84704,106842,113241,116149,123875,139405,158935,162602,167597
Pakistan,PAK,mena,Lower middle income,0.400928,0.415797,0.436733,0.455016,0.467642,0.497723,0.504632,0.528589,0.556624,0.565117,0.617202,0.597421,0.620591,0.648248,0.687234,0.666858,0.72605,0.70893,0.712146,0.714069,0.740095,0.737335,0.762117,0.78005,0.848212,0.864942,0.907829,0.969294,0.938136,0.928252,0.932118,619.551,702.876,772.444,833.422,882.084,953.314,998.996,1062.37,1153.22,1225.97,1290.64,1375.38,1469.77,1497.64,1556.83,1629.1,1725.99,1743.42,1781.8,1840.5,1921.65,1963.91,2015.79,2100.73,2245.15,2404.58,2574.75,2740.05,2817.31,2789.61,2836.37,-0.9139743,-0.8775593,-0.8284321,-0.7874225,-0.7600513,-0.6977106,-0.6839258,-0.6375436,-0.5858661,-0.570723,-0.4825582,-0.5151337,-0.4770831,-0.4334813,-0.37508,-0.4051775,-0.3201366,-0.3439985,-0.3394722,-0.3367755,-0.3009769,-0.3047132,-0.2716558,-0.2483977,-0.1646245,-0.145093,-0.0966993,-0.0311871,-0.0638607,-0.0744525,-0.0702954,6.428995,6.555181,6.649559,6.72554,6.782287,6.859944,6.906751,6.968257,7.050313,7.111487,7.162893,7.226485,7.292861,7.311646,7.350407,7.395783,7.453556,7.463604,7.485379,7.517793,7.560939,7.582693,7.608767,7.65004,7.716527,7.785131,7.853508,7.915731,7.943538,7.933657,7.95028,32068,34400,37385,40304,42856,47176,49453,53535,58214,60957,68566,68243,72790,78008,84840,84484,94447,94711,97663,100384,106449,108283,114084,118895,131601,136636,146075,158895,156676,157890,161396
Vietnam,VNM,asia,Lower middle income,0.313231,0.323933,0.330107,0.340972,0.304206,0.359549,0.383261,0.420562,0.366451,0.270323,0.324281,0.319024,0.31377,0.330346,0.370353,0.404057,0.473884,0.606948,0.62968,0.622651,0.69102,0.777653,0.890209,0.978858,1.11188,1.18871,1.22977,1.34944,1.4939,1.6281,1.72812,302.073,342.283,385.55,421.205,463.901,495.991,512.591,527.128,562.575,617.641,660.153,708.592,773.897,841.635,919.893,1011.95,1108.78,1200.81,1264.25,1323.52,1426.13,1538.55,1650.96,1781.4,2123.93,2353.89,2566.92,2792.5,2976.42,3127.93,3333.98,-1.160813,-1.127218,-1.108338,-1.075956,-1.19005,-1.022905,-0.9590387,-0.8661637,-1.003891,-1.308136,-1.126146,-1.142488,-1.159094,-1.107616,-0.9932993,-0.9061984,-0.7467919,-0.4993119,-0.4625437,-0.4737693,-0.3695858,-0.2514743,-0.1162985,-0.0213684,0.1060553,0.172868,0.2068287,0.2996898,0.4013903,0.4874144,0.5470332,5.710669,5.835638,5.954671,6.043119,6.139671,6.206558,6.239478,6.267443,6.332524,6.425907,6.492472,6.56328,6.651439,6.735346,6.824257,6.919634,7.011015,7.090752,7.142234,7.18805,7.26272,7.338596,7.409112,7.485155,7.661024,7.763824,7.850462,7.934692,7.998477,8.048127,8.111922,16821,17726,18383,19318,17550,21166,23091,25970,23183,17510,21408,21452,21478,23007,26230,29090,34668,45100,47513,47693,53645,61140,70806,78767,90549,97942,102456,113651,127164,140057,150230
Algeria,DZA,mena,Upper middle income,3.41559,2.30994,1.89102,2.45301,3.21,3.18575,3.24041,3.47238,3.37076,3.12969,3.00672,3.02892,2.98752,2.92904,3.00321,3.23014,3.23559,2.90637,3.47432,2.94532,2.77215,2.62186,2.78923,2.80374,2.67452,3.15444,3.01279,3.2008,3.20835,3.42427,3.33151,2482.49,2711.43,2968.64,3149.09,3336.31,3467.98,3437.92,3411.19,3362.95,3572.44,3702.7,3688.48,3741.3,3662.95,3626.08,3766.91,3910.9,3955.26,4136.18,4263.34,4445.64,4616.08,4877.03,5253.92,5621.1,6068.01,6265.3,6548.96,6689.62,6719.65,6907.87,1.228351,0.8372218,0.637114,0.8973161,1.166272,1.158689,1.1757,1.24484,1.215139,1.140936,1.10085,1.108206,1.094444,1.074673,1.099681,1.172524,1.17421,1.066903,1.245399,1.080218,1.019622,0.9638841,1.025766,1.030954,0.983771,1.148812,1.102868,1.1634,1.165756,1.230889,1.203426,7.817018,7.905231,7.995859,8.054869,8.11262,8.151327,8.142622,8.134816,8.120574,8.181005,8.216818,8.21297,8.227188,8.206024,8.195908,8.234011,8.271523,8.282802,8.327528,8.357808,8.399679,8.437301,8.492291,8.56673,8.634283,8.710786,8.742782,8.787062,8.808312,8.812791,8.840417,66519,46439,39270,52625,71103,72786,76277,84121,83949,80047,78896,81459,82262,82475,86351,94693,96567,88195,107080,92119,87931,84293,90854,92533,89493,107128,103963,112339,114619,124586,123475
Iraq,IRQ,mena,Upper middle income,3.33682,2.28707,2.12131,2.6142,2.64457,2.86813,2.99549,3.24391,4.07412,4.29039,3.00016,2.63309,3.32514,3.49309,3.80327,3.82563,3.30686,3.1488,3.23274,3.13034,3.04377,3.48096,3.45745,3.50999,4.27705,4.19219,3.54704,2.18624,3.20911,3.5358,3.70343,,,,,,,,,,,,,,,,,,,,,,,,2208.41,3518.77,4718.88,5201.96,5261.02,5562.5,5775.02,6083.37,1.205019,0.8272713,0.7520361,0.9609592,0.9725082,1.053659,1.097107,1.176779,1.404656,1.456378,1.098667,0.9681591,1.201513,1.250788,1.335862,1.341722,1.195999,1.147022,1.17333,1.141141,1.113097,1.247307,1.24053,1.255612,1.453263,1.433223,1.266113,0.7821852,1.165994,1.262939,1.30926,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,7.700028,8.165867,8.459327,8.55679,8.56808,8.623803,8.661297,8.713314,45559,32123,30623,38749,40205,44675,47752,52882,67928,73252,52555,47422,61672,66802,75045,77902,69501,68309,72372,72284,72445,85342,87260,91118,114084,114770,99544,62834,94444,106651,114667
Czech Republic,CZE,europe,High income: OECD,,,,,,,,,,,,,13.4735,12.7601,12.1782,12.1089,12.3925,12.54,11.9332,10.9377,12.1548,12.1769,11.7872,12.005,12.0337,11.8239,11.9899,12.0352,11.268,10.3526,10.669,,,,,,,,,,,,,,,,12940.5,13790.7,13923.5,14055,14508.6,15476.7,16394.9,17056.1,18067.4,19506.5,21224.6,23356.3,25275.5,26338.6,25144.9,25987.3,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.600722,2.546326,2.499644,2.493943,2.517092,2.528926,2.479322,2.392214,2.497728,2.499541,2.467016,2.485322,2.487711,2.470119,2.484068,2.487834,2.421969,2.337234,2.367345,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.468117,9.531746,9.541335,9.550735,9.582496,9.647088,9.704726,9.744265,9.801865,9.878504,9.962918,10.05862,10.13759,10.17879,10.13241,10.16536,0,0,0,0,0,0,0,0,0,0,0,0,139034,131810,125844,125052,127832,129214,122845,112482,124649,124407,120193,122379,122709,120736,122764,123948,117014,108121,111752
Belgium,BEL,europe,High income: OECD,13.7226,12.5788,11.9267,10.3113,10.6962,10.5948,10.4308,10.4472,10.1351,10.8135,10.8825,11.7526,11.386,10.8012,11.2012,11.1452,11.778,11.4225,11.6813,11.3279,11.2873,11.1569,10.4068,11.0673,10.6785,10.3568,10.1284,9.71372,9.6996,9.65074,9.97654,10083.5,10984.9,11746.4,12243.9,12997.7,13628.6,14155.2,14842.4,16069.8,17183.4,18340.8,19222.9,19892.3,20077.1,21098.4,21987.1,22679.4,23865.2,24536.3,25713.4,27195.5,27976.4,28663.3,29340.9,30934.4,32319.5,33987.9,35648,36419,35385.6,36352.5,2.619041,2.532014,2.478778,2.333244,2.369891,2.360367,2.344763,2.346331,2.316009,2.380797,2.387155,2.464074,2.432381,2.379658,2.416019,2.411007,2.466233,2.435585,2.457993,2.427272,2.423675,2.412057,2.342458,2.403995,2.368235,2.337643,2.315347,2.273539,2.272084,2.267035,2.300237,9.218658,9.304277,9.3713,9.412781,9.472529,9.519927,9.557835,9.605241,9.684696,9.751698,9.816886,9.863857,9.898087,9.907333,9.956951,9.99821,10.02921,10.08018,10.10791,10.15477,10.2108,10.23912,10.26337,10.28674,10.33962,10.38343,10.43376,10.48145,10.50285,10.47406,10.50102,135294,124014,117553,101624,105415,104447,102867,103116,100355,107461,108470,117579,114374,108925,113307,112977,119625,116295,119185,115844,115709,114766,107531,114836,111282,108525,106834,103215,103882,104194,108947
Uzbekistan,UZB,asia,Lower middle income,,,,,,,,,,,,,5.3156,5.40206,4.95964,4.42889,4.44303,4.30056,4.88842,4.82982,4.8661,4.88846,5.02199,4.79837,4.61275,4.2759,4.39931,4.35255,4.39659,4.19942,3.65668,,,,,,,,,,,,,1287.96,1258.64,1195.08,1187.33,1206.13,1250.73,1298.97,1354.5,1419.16,1494.45,1558.83,1638.85,1790.71,1952.03,2134.56,2363.35,2589.56,2775.84,2994.77,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.670646,1.686781,1.601332,1.488148,1.491337,1.458744,1.586869,1.57481,1.582292,1.586878,1.613825,1.568277,1.528825,1.452995,1.481447,1.470762,1.480829,1.434946,1.296555,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.160815,7.137787,7.085968,7.079463,7.095172,7.131483,7.169327,7.211188,7.257821,7.309514,7.351691,7.40175,7.490367,7.576625,7.666016,7.767836,7.859243,7.928709,8.004622,0,0,0,0,0,0,0,0,0,0,0,0,114014,118532,110982,100912,103189,101781,117571,117421,119951,122038,126915,122683,119306,111888,116530,116944,120039,116607,104443
Kuwait,KWT,mena,High income: nonOECD,17.9915,17.5153,14.047,13.7094,17.1886,16.8512,19.3903,16.3909,16.3967,17.4266,23.4554,5.09619,,,,34.5633,31.6378,33.5701,30.0458,29.7086,28.9477,27.8311,25.7556,29.1336,28.9258,31.1573,30.5153,29.4474,29.5901,28.7251,31.3197,25499.4,21626,19882.6,20794.7,22179.5,20625.4,21574.5,22667.2,20048,24972.2,18834.7,17980.9,26541.9,35351.1,38172.4,37600.4,35708.2,28644.8,29196.7,29290.6,31894.5,31391.9,31331.8,35631.6,36008.4,36955.6,38488.7,39208.9,40463.7,37421.4,35973.6,2.8899,2.863073,2.642406,2.61808,2.844248,2.824421,2.964772,2.796726,2.797081,2.857998,3.155099,1.628492,1.628492,1.628492,1.628492,3.542793,3.454351,3.513636,3.402721,3.391436,3.365491,3.326153,3.248652,3.371891,3.364733,3.439047,3.418228,3.382607,3.387439,3.357771,3.444249,10.14641,9.981653,9.897599,9.942454,10.00692,9.93428,9.979265,10.02867,9.905883,10.12552,9.843455,9.797067,10.18648,10.47309,10.54987,10.53477,10.48314,10.26273,10.28181,10.28502,10.37019,10.35431,10.35239,10.48099,10.49151,10.51747,10.55812,10.57666,10.60816,10.53,10.49054,24675,25214,21170,21610,28368,29160,35321,31470,32915,35885,48313,10191,21085,33274,38907,54822,50154,54921,51745,54022,55181,55122,52753,61657,63534,71547,73769,75236,79959,81869,93696
Greece,GRC,europe,High income: OECD,5.33364,5.21329,5.32697,5.64092,5.76556,6.10016,5.93249,6.34683,6.77393,7.35254,7.16005,6.59262,7.28105,7.22816,7.42571,7.44615,7.50714,7.84782,8.10438,7.96103,8.39171,8.56534,8.52806,8.68898,8.78728,8.89535,8.74245,8.80106,8.74361,8.48317,7.77492,8587.23,9162.29,9554.76,9771.93,10275.3,10825.2,11058.4,11045.6,11878.6,12745.9,13130.9,13870.8,14143.8,14095.7,14530.7,15004.4,15512.7,16373,17006.2,17752.1,18894.8,20081,21026.6,22659,24068.6,24826.6,26906.6,28516.2,28911.1,28199,27146.9,1.674034,1.651212,1.672782,1.730047,1.751903,1.808315,1.780444,1.847956,1.913082,1.995045,1.968517,1.885951,1.985275,1.977985,2.004948,2.007697,2.015855,2.060235,2.092405,2.074558,2.127244,2.147723,2.143362,2.162056,2.173306,2.185528,2.16819,2.174872,2.168324,2.138084,2.050903,9.058031,9.122851,9.164795,9.187269,9.237494,9.289635,9.310943,9.309788,9.382497,9.452967,9.482727,9.537541,9.557031,9.553627,9.584021,9.616098,9.649415,9.703387,9.741335,9.78426,9.846641,9.907532,9.953542,10.02831,10.08866,10.11967,10.20013,10.25823,10.27198,10.24704,10.20902,51430,50722,52148,55544,57055,60601,59130,63472,67990,74183,72724,67616,75504,75647,78364,79185,80395,84572,87810,86637,91616,93806,93670,95738,97150,98675,97286,98246,97810,94902,86717
Philippines,PHL,asia,Lower middle income,0.780617,0.71155,0.699008,0.688312,0.586192,0.516317,0.523326,0.570108,0.64093,0.647927,0.674162,0.692078,0.750083,0.743907,0.805275,0.8722,0.873263,0.977703,0.930735,0.909779,0.944047,0.896013,0.881218,0.865958,0.879317,0.871958,0.774814,0.783898,0.840351,0.813883,0.873148,1345.17,1483.64,1592.86,1645.3,1540.75,1438.28,1481.37,1546.02,1670.38,1800.06,1879.56,1884.91,1892.33,1933.34,2011.87,2121.77,2234.53,2335.91,2238,2290.55,2445.62,2515.06,2594.99,2720.06,2904.91,3061.02,3255.24,3492.86,3635.6,3685.31,3945.23,-0.2476704,-0.3403102,-0.3580936,-0.3735132,-0.5341085,-0.6610348,-0.6475512,-0.561929,-0.4448353,-0.4339772,-0.3942845,-0.3680564,-0.2875716,-0.2958398,-0.2165708,-0.136736,-0.1355184,-0.0225493,-0.0717809,-0.0945531,-0.0575793,-0.1098007,-0.1264502,-0.1439191,-0.1286094,-0.1370143,-0.2551326,-0.2434768,-0.1739361,-0.2059384,-0.1356499,7.204276,7.302254,7.373286,7.405678,7.340024,7.271203,7.300723,7.343439,7.420806,7.495575,7.538793,7.541636,7.545564,7.567004,7.60682,7.660006,7.711786,7.756157,7.713338,7.736547,7.802054,7.830052,7.861338,7.908409,7.974158,8.026504,8.088021,8.158476,8.198529,8.21211,8.280263,37000,34664,34998,35416,30993,28049,29208,32684,37730,39142,41763,43931,48753,49482,54800,60711,62163,71158,69240,69160,73307,71052,71338,71532,74066,74832,67693,69669,75944,74785,81591
Nigeria,NGA,africa,Lower middle income,0.924785,0.870972,0.843983,0.751666,0.851423,0.833036,0.853538,0.671203,0.779383,0.455484,0.474553,0.461303,0.645019,0.582306,0.441207,0.32204,0.363612,0.35261,0.343834,0.373763,0.644398,0.661489,0.759339,0.702663,0.713586,0.750051,0.687395,0.646863,0.612541,0.46157,0.494091,700.15,899.533,920.054,884.184,873.224,949.581,859.245,764.12,826.208,887.764,1008.8,1006.98,1006.69,1024.01,1027.04,1017.25,1058.41,1077.04,1088.33,1079.39,1131.48,1218.35,1458.89,1597.86,1773.31,1795.5,1912.98,2044.44,2149.96,2255.28,2398.68,-0.0781945,-0.1381456,-0.169623,-0.2854638,-0.1608458,-0.1826786,-0.1583654,-0.3986829,-0.2492525,-0.7863955,-0.7453828,-0.7736993,-0.4384756,-0.5407594,-0.8182404,-1.133078,-1.011669,-1.042392,-1.067596,-0.9841331,-0.4394386,-0.413262,-0.2753075,-0.3528773,-0.3374524,-0.2876143,-0.3748461,-0.4356214,-0.4901401,-0.773122,-0.7050356,6.551295,6.801876,6.824432,6.784665,6.772192,6.856021,6.756054,6.638725,6.716846,6.788706,6.916517,6.914711,6.914423,6.931481,6.934436,6.924858,6.964523,6.981972,6.9924,6.984151,7.031282,7.105253,7.285431,7.37642,7.480603,7.493039,7.556417,7.622879,7.673204,7.721029,7.782674,68155,65958,65603,59930,69625,69893,73505,59343,70747,42442,45375,45247,64884,60062,46659,34917,40421,40190,40183,44789,79182,83351,98125,93138,97047,104697,98514,95210,92621,71719,78910
Romania,ROU,europe,Upper middle income,8.83965,8.84016,8.69511,8.87887,8.3542,8.54054,8.84311,9.2449,9.22807,9.24561,6.84695,5.9793,5.40761,5.30237,5.07761,5.60308,5.60109,5.07436,4.54217,3.98895,4.00947,4.3228,4.24168,4.44694,4.44722,4.48767,4.84083,4.83455,4.60833,3.94292,3.88925,3664.78,3987.16,4378.91,4805.42,5253.17,5391.36,5602.49,5758.61,5899.48,5752.55,5623.84,5067.46,4746.83,4961.23,5298.37,5829.63,6204.9,5960.73,5763.99,5806.61,6139.62,6639.52,7088.98,7828.21,8769.02,9409.56,10479,11449.4,12551.1,11833.8,11860.1,2.179247,2.179305,2.162761,2.183674,2.122764,2.144825,2.179639,2.224072,2.22225,2.224149,1.923803,1.788304,1.687807,1.668154,1.624841,1.723317,1.722962,1.624201,1.513406,1.383528,1.38866,1.463903,1.444958,1.492216,1.492279,1.501333,1.577086,1.575788,1.527865,1.371921,1.358217,8.206524,8.290834,8.384555,8.4775,8.566586,8.592553,8.630966,8.658451,8.682619,8.657398,8.63477,8.530595,8.465232,8.509409,8.575154,8.670709,8.733094,8.692948,8.659386,8.666752,8.722518,8.800795,8.866297,8.965489,9.07898,9.149482,9.257133,9.345691,9.437564,9.378712,9.380937,196617,198154,195774,200563,189272,194344,202147,212165,212778,214142,158862,137531,123263,120699,115415,127102,126691,114447,102232,89640,89985,95672,92174,95940,95401,95676,102595,100960,94645,80307,78745
Colombia,COL,latam,Upper middle income,1.64681,1.61374,1.62971,1.7168,1.66384,1.60852,1.59844,1.6098,1.63846,1.63008,1.72148,1.68214,1.79291,1.81569,1.88141,1.62997,1.6255,1.71259,1.71066,1.44038,1.4518,1.38747,1.35047,1.37136,1.29495,1.4113,1.43564,1.42565,1.47141,1.54686,1.62945,2463.61,2694.92,2827.23,2922,3062.11,3280.47,3469.54,3672.18,3874.1,4077.53,4321.43,4478.11,4685.87,4976.37,5249.04,5543.05,5667.99,5885.51,5891.68,5652.51,5864.04,6020.64,6187.24,6476.72,6897.61,7339.52,7975.69,8648.63,9022.59,9133.84,9498.86,0.4988374,0.4785521,0.4883996,0.5404627,0.5091271,0.4753153,0.4690291,0.4761087,0.4937554,0.4886261,0.543184,0.520066,0.5838395,0.596467,0.6320238,0.4885628,0.4858184,0.5380081,0.5368767,0.3649088,0.3728048,0.3274797,0.3004529,0.3158012,0.2584695,0.34451,0.3616101,0.3546273,0.3862223,0.4362264,0.4882435,7.809383,7.899124,7.947052,7.980023,8.026859,8.095742,8.151777,8.208541,8.262069,8.313247,8.371342,8.406957,8.452307,8.512456,8.565801,8.6203,8.64259,8.680248,8.681296,8.639855,8.676594,8.702949,8.730245,8.77597,8.83893,8.901029,8.984154,9.065156,9.107487,9.119741,9.158927,44356,44459,45915,49449,48980,48379,49101,50487,52445,53234,57337,57121,62049,64022,67572,59614,60528,64910,65977,56512,57924,56274,55661,57422,55071,60946,62940,63439,66439,70850,75680
Chile,CHL,latam,High income: OECD,2.25739,2.16085,1.78597,1.77635,1.86138,1.77318,1.80411,1.80787,2.11073,2.49494,2.5839,2.39153,2.43058,2.54145,2.73772,2.94018,3.30903,3.77685,3.82918,3.98828,3.79788,3.37337,3.49952,3.44333,3.71389,3.77838,3.90151,4.2687,4.23168,3.95883,4.21312,2946.75,3366.09,3039.53,3022.39,3262.25,3380.24,3577.72,3843.27,4195.66,4740.94,5013.54,5490.63,6189.27,6656.96,7060.43,7829.09,8440.89,9028.45,9298.5,9240.86,9744.62,10185.8,10450.1,10899.7,11812.5,12705.8,13719.7,14669.4,15277.1,15106.2,16002.1,0.8142114,0.7705024,0.5799594,0.5745625,0.6213179,0.5727751,0.5900646,0.5921504,0.7470338,0.9142661,0.9492987,0.8719341,0.8881295,0.9327358,1.007125,1.078471,1.196655,1.328892,1.34265,1.38336,1.334444,1.215913,1.252625,1.236439,1.312081,1.329296,1.361363,1.451309,1.442598,1.37595,1.438204,7.988458,8.121507,8.019458,8.013803,8.090173,8.125702,8.182481,8.254079,8.341806,8.463991,8.519897,8.610798,8.730573,8.803418,8.862261,8.965602,9.040843,9.108136,9.137609,9.131391,9.18447,9.228753,9.254369,9.296487,9.37691,9.449814,9.526586,9.593522,9.634111,9.622858,9.680474,25266,24554,20616,20840,22200,21503,22248,22673,26927,32387,34143,32182,33315,35475,38889,42457,48518,56171,57715,60883,58694,52757,55361,55078,60047,61730,64393,71154,71224,67267,72258
